,WL_mm,x,y
171,7.3,12.077353199730219,53.86662720468335
172,7.3,12.077471522090006,53.86671507176977
173,7.3,12.077376985823017,53.86661601522012
174,7.3,12.077495308202822,53.866703882283446
175,7.3,12.077400771903152,53.86660482575197
176,7.3,12.077519094303,53.86669269279222
177,7.3,12.07742455797066,53.86659363627892
178,7.3,12.077542880390535,53.86668150329609
179,7.3,12.077566666465426,53.86667031379506
180,7.3,12.07759045252768,53.86665912428913
181,7.3,12.077638024614245,53.86663674526256
182,7.3,12.07766181063857,53.86662555574194
183,7.3,12.07756727411019,53.866526499337716
184,7.3,12.077685596650252,53.866614366216396
185,7.3,12.077591060089196,53.86651530983038
186,7.3,12.077709382649287,53.86660317668596
187,7.3,12.077614846055564,53.86650412031814
188,7.3,12.07773316863569,53.86659198715063
189,7.3,12.077638632009283,53.866492930800995
190,7.3,12.07775695460943,53.866580797610375
191,7.3,12.077662417950398,53.86648174127893
192,7.3,12.077780740570514,53.866569608065205
193,7.3,12.077686203878804,53.86647055175193
194,7.3,12.077804526519019,53.86655841851516
195,7.3,12.0777099897946,53.86645936222008
196,7.3,12.07782831245484,53.866547228960215
197,7.3,12.077733775697752,53.86644817268333
198,7.3,12.077852098378033,53.86653603940039
199,7.3,12.077757561588264,53.86643698314167
200,7.3,12.077875884288558,53.86652484983562
201,7.3,12.077781347466125,53.866425793595106
202,7.3,12.077899670186468,53.86651366026598
203,7.3,12.077805133331351,53.866414604043655
204,7.3,12.077923456071714,53.86650247069143
205,7.3,12.077828919183938,53.8664034144873
206,7.3,12.077947241944361,53.86649128111198
207,7.3,12.07785270502388,53.866392224926024
208,7.3,12.077971027804194,53.866480091527556
209,7.3,12.077876490851178,53.866381035359865
210,7.3,12.07799481365159,53.86646890193839
211,7.3,12.077900276665837,53.866369845788796
212,7.3,12.078018599486242,53.86645771234418
213,7.3,12.077924062467844,53.866358656212846
214,7.3,12.078042385308292,53.86644652274513
215,7.3,12.077947848257216,53.866347466631964
216,7.3,12.078066171117687,53.86643533314117
217,7.3,12.077971634033954,53.8663362770462
218,7.3,12.078089956914441,53.866424143532306
219,7.3,12.077995419798002,53.86632508745548
220,7.3,12.07811374269857,53.866412953918555
221,7.3,12.07801920554948,53.86631389785991
222,7.3,12.078137528470036,53.8664017642999
223,7.3,12.076448095699138,53.86734002943273
224,7.3,12.076471882438849,53.86732884015859
225,7.3,12.077256837756243,53.86695959136199
226,7.3,12.077280624066088,53.866948401921206
227,7.3,12.077304410363299,53.866937212475506
228,7.3,12.077328196647853,53.866926023024895
229,7.3,12.077351982919778,53.86691483356942
230,7.3,12.077375769179056,53.86690364410902
231,7.3,12.077399555425687,53.866892454643704
232,7.3,12.077423341659681,53.866881265173504
233,7.3,12.077447127881026,53.8668700756984
234,7.3,12.077470914089732,53.866858886218395
235,7.3,12.0774947002858,53.866847696733494
236,7.3,12.077518486469186,53.86683650724365
237,7.3,12.077542272640004,53.866825317748926
238,7.3,12.077566058798148,53.86681412824933
239,7.3,12.077589844943626,53.86680293874482
240,7.3,12.077613631076481,53.8667917492354
241,7.3,12.077637417196698,53.866780559721086
242,7.3,12.07766120330425,53.86676937020186
243,7.3,12.077684989399218,53.86675818067777
244,7.3,12.077708775481424,53.86674699114868
245,7.3,12.07773256155113,53.8667358016148
246,7.3,12.077756347608098,53.86672461207594
247,7.3,12.077780133652448,53.86671342253222
248,7.3,12.07780391968416,53.8667022329836
249,7.3,12.077827705703235,53.86669104343008
250,7.3,12.077851491709566,53.8666798538716
251,7.3,12.077875277703363,53.86666866430831
252,7.3,12.077899063684503,53.86665747474009
253,7.3,12.077922849652992,53.86664628516695
254,7.3,12.077946635608853,53.86663509558893
255,7.3,12.077970421552063,53.866623906005984
256,7.3,12.077994207482645,53.866612716418146
257,7.3,12.07801799340056,53.86660152682541
258,7.3,12.078041779305847,53.86659033722778
259,7.3,12.07806556519846,53.86657914762518
260,7.3,12.078089351078525,53.86656795801784
261,7.3,12.07811313694575,53.86655676840542
262,7.3,12.078136922800487,53.866545578788184
263,7.3,12.07816070864257,53.86653438916603
264,7.3,12.078184494471992,53.86652319953898
265,7.3,12.078208280288784,53.86651200990704
266,7.3,12.078232066092964,53.866500820270204
267,7.3,12.078255851884407,53.866489630628415
268,7.3,12.076854298980964,53.86671836786126
269,7.3,12.076878085256011,53.866707178499546
270,7.3,12.076901871518388,53.86669598913291
271,7.3,12.076925657768152,53.86668479976137
272,7.3,12.07694944400526,53.86667361038495
273,7.3,12.077044588827263,53.866628852830225
274,7.3,12.077472738023028,53.866427442863404
275,7.3,12.07749652396928,53.86641625337421
276,7.3,12.077520309902974,53.86640506388015
277,7.3,12.077544095824017,53.86639387438119
278,7.3,12.077567881732437,53.86638268487732
279,7.3,12.077591667628194,53.866371495368554
280,7.3,12.077615453511314,53.866360305854876
281,7.3,12.077639239381794,53.866349116336316
282,7.3,12.077663025239636,53.86633792681286
283,7.3,12.077686811084831,53.86632673728448
284,7.3,12.07771059691736,53.866315547751164
285,7.3,12.077734382737287,53.86630435821298
286,7.3,12.077758168544566,53.866293168669905
287,7.3,12.077781954339189,53.86628197912193
288,7.3,12.07780574012118,53.86627078956907
289,7.3,12.077829525890518,53.866259600011276
290,7.3,12.077853311647218,53.866248410448605
291,7.3,12.077877097391305,53.86623722088103
292,7.3,12.077900883122695,53.866226031308486
293,10.2,12.075045272170636,53.867856373627454
294,10.2,12.075069059572964,53.86784518464106
295,10.2,12.075092846962699,53.867833995649775
296,10.2,12.075116634339782,53.86782280665359
297,10.2,12.075140421704248,53.86781161765254
298,10.2,12.075164209056053,53.86780042864658
299,10.2,12.075187996395227,53.8677892396357
300,10.2,12.075211783721757,53.86777805061994
301,10.2,12.07511725055922,53.867678992342455
302,10.2,12.075235571035636,53.86776686159928
303,10.2,12.07547344347911,53.867654971122924
304,10.2,12.075497230653934,53.86764378204834
305,10.2,12.075521017816088,53.86763259296884
306,10.2,12.075544804965618,53.86762140388445
307,10.2,12.075568592102488,53.867610214795135
308,10.2,12.075474058449696,53.86751115679047
309,10.2,12.075592379226752,53.86759902570097
310,10.2,12.075497845541252,53.86749996771445
311,10.2,12.075616166338317,53.86758783660185
312,10.2,12.07552163262017,53.867488778633536
313,10.2,12.07563995343732,53.867576647497856
314,10.2,12.075663740523597,53.86756545838892
315,10.2,12.07568752759726,53.867554269275104
316,10.2,12.075711314658294,53.867543080156395
317,10.2,12.075616780809401,53.86744402226088
318,10.2,12.075735101706668,53.86753189103279
319,10.2,12.07575888874241,53.86752070190428
320,10.2,12.0757826757655,53.86750951277086
321,10.2,12.075806462775878,53.86749832363251
322,10.2,12.075830249773686,53.86748713448933
323,10.2,12.075854036758857,53.86747594534122
324,10.2,12.075877823731377,53.86746475618819
325,10.2,12.07590161069126,53.86745356703029
326,10.2,12.075925397638498,53.867442377867455
327,10.2,12.075949184573092,53.86743118869973
328,10.2,12.07597297149504,53.86741999952711
329,10.2,12.075996758404347,53.86740881034958
330,10.2,12.076020545301017,53.86739762116716
331,10.2,12.076044332185045,53.86738643197981
332,10.2,12.076068119056389,53.86737524278754
333,10.2,12.076187053223604,53.86731929675285
334,10.2,12.075187380402975,53.86793305394804
335,10.2,12.07521116781278,53.8679218649337
336,10.2,12.075234955209925,53.86791067591446
337,10.2,12.07525874259442,53.86789948689031
338,10.2,12.075282529966275,53.867888297861256
339,10.2,12.075306317325479,53.8678771088273
340,10.2,12.075330104672048,53.867865919788436
341,10.2,12.075353892005975,53.867854730744675
342,10.2,12.075377679327248,53.867843541696004
343,10.2,12.075496615744003,53.86778759637913
344,10.2,12.075520402989426,53.86777640730107
345,10.2,12.075544190222203,53.8677652182181
346,10.2,12.075567977442342,53.86775402913022
347,10.2,12.075591764649834,53.867742840037444
348,10.2,12.07561555184467,53.86773165093975
349,10.2,12.075639339026889,53.867720461837166
350,10.2,12.075663126196446,53.86770927272969
351,10.2,12.075686913353373,53.86769808361731
352,10.2,12.075710700497558,53.86768689449998
353,10.2,12.07573448762921,53.867675705377835
354,10.2,12.075758274748154,53.8676645162507
355,10.2,12.075782061854543,53.8676533271187
356,10.2,12.075805848948246,53.86764213798182
357,10.2,12.075829636029304,53.86763094884002
358,10.2,12.075853423097726,53.86761975969332
359,10.2,12.075877210153491,53.86760857054173
360,10.2,12.075900997196632,53.86759738138521
361,10.2,12.07592478422713,53.86758619222384
362,10.2,12.075948571244888,53.86757500305751
363,10.2,12.075972358250128,53.867563813886306
364,10.2,12.075996145242648,53.86755262471014
365,10.2,12.07601993222258,53.867541435529155
366,10.2,12.076043719189839,53.86753024634323
367,10.2,12.07606750614448,53.867519057152414
368,10.2,12.076091293086465,53.86750786795668
369,10.2,12.07611508001582,53.86749667875608
370,10.2,12.076138866932512,53.86748548955055
371,10.2,12.076162653836576,53.86747430034015
372,10.2,12.076186440727989,53.86746311112482
373,10.2,12.074642120142135,53.86775895707697
374,10.2,12.075046505086439,53.86756874501056
375,10.2,12.075141653953988,53.86752398902432
376,10.2,12.07595041116166,53.86714355997489
377,14.0,12.076210840019131,53.867308107531194
378,14.0,12.076234626802046,53.86729691830467
379,14.0,12.076258413572251,53.86728572907317
380,14.0,12.076282200329848,53.867274539836814
381,14.0,12.0763059870748,53.86726335059557
382,14.0,12.076329773807107,53.86725216134942
383,14.0,12.076353560526773,53.86724097209837
384,14.0,12.0763773472338,53.86722978284242
385,14.0,12.076401133928185,53.86721859358156
386,14.0,12.076424920609913,53.867207404315785
387,14.0,12.076448707279011,53.86719621504514
388,14.0,12.07647249393547,53.86718502576959
389,14.0,12.076496280579278,53.867173836489116
390,14.0,12.07652006721044,53.867162647203756
391,14.0,12.07654385382897,53.86715145791349
392,14.0,12.076567640434845,53.86714026861832
393,14.0,12.07659142702809,53.867129079318254
394,14.0,12.076615213608653,53.86711789001323
395,14.0,12.076639000176637,53.86710670070336
396,14.0,12.076662786731955,53.8670955113886
397,14.0,12.076686573274621,53.867084322068926
398,14.0,12.076710359804641,53.86707313274432
399,14.0,12.076734146322027,53.86706194341487
400,14.0,12.076757932826773,53.86705075408049
401,14.0,12.076781719318895,53.8670395647412
402,14.0,12.076805505798326,53.867028375396984
403,14.0,12.076829292265133,53.86701718604788
404,14.0,12.07673475688037,53.866918129007175
405,14.0,12.076853078719301,53.8670059966939
406,14.0,12.076758543301858,53.86690693967136
407,14.0,12.076876865160827,53.86699480733502
408,14.0,12.076782329710715,53.866895750330684
409,14.0,12.076900651589645,53.8669836179712
410,14.0,12.076806116106912,53.86688456098508
411,14.0,12.07692443800588,53.86697242860254
412,14.0,12.076829902490488,53.866873371634576
413,14.0,12.076948224409476,53.86696123922894
414,14.0,12.076853688861403,53.86686218227916
415,14.0,12.076972010800436,53.866950049850445
416,14.0,12.07687747521966,53.86685099291881
417,14.0,12.076995797178744,53.86693886046705
418,14.0,12.076901261565334,53.8668398035536
419,14.0,12.077019583544418,53.86692767107876
420,14.0,12.076925047898323,53.86682861418351
421,14.0,12.07704336989745,53.86691648168556
422,14.0,12.076948834218669,53.86681742480848
423,14.0,12.077067156237835,53.86690529228746
424,14.0,12.077090942565572,53.866894102884466
425,14.0,12.077114728880675,53.86688291347656
426,14.0,12.076329161810985,53.867395975729956
427,14.0,12.076352948613874,53.86738478648027
428,14.0,12.076376735404178,53.86737359722574
429,14.0,12.076400522181808,53.867362407966304
430,14.0,12.076424308946795,53.86735121870197
431,14.0,12.076495669165896,53.86731765087954
432,14.0,12.076519455880318,53.86730646159561
433,14.0,12.076543242582092,53.86729527230674
434,14.0,12.076567029271255,53.86728408301301
435,14.0,12.076590815947707,53.8672728937143
436,14.0,12.076614602611556,53.86726170441076
437,14.0,12.076638389262756,53.8672505151023
438,14.0,12.076662175901316,53.867239325788944
439,14.0,12.076685962527238,53.867228136470686
440,14.0,12.076709749140505,53.86721694714753
441,14.0,12.076733535741136,53.867205757819484
442,14.0,12.076757322329135,53.86719456848651
443,14.0,12.076781108904386,53.86718337914862
444,14.0,12.076804895467095,53.86717218980589
445,14.0,12.076828682017148,53.86716100045822
446,14.0,12.076852468554572,53.86714981110566
447,14.0,12.076876255079345,53.867138621748204
448,14.0,12.07690004159145,53.86712743238578
449,14.0,12.07692382809097,53.86711624301851
450,14.0,12.076947614577808,53.86710505364633
451,14.0,12.076971401052017,53.86709386426924
452,14.0,12.076995187513578,53.867082674887286
453,14.0,12.077018973962492,53.86707148550041
454,14.0,12.077042760398696,53.86706029610862
455,14.0,12.077066546822321,53.86704910671194
456,14.0,12.077090333233313,53.86703791731036
457,14.0,12.07711411963169,53.86702672790388
458,14.0,12.07713790601737,53.86701553849244
459,14.0,12.077161692390424,53.86700434907615
460,14.0,12.077185478750849,53.86699315965496
461,14.0,12.077209265098622,53.86698197022887
462,14.0,12.07723305143375,53.866970780797885
463,14.0,12.075974197917139,53.86713237079944
464,14.0,12.07599798465996,53.867121181619076
465,14.0,12.076021771390122,53.86710999243382
466,14.0,12.07604555810764,53.86709880324364
467,14.0,12.076069344812524,53.86708761404856
468,14.0,12.076093131504773,53.86707642484859
469,14.0,12.076116918184354,53.8670652356437
470,14.0,12.07614070485123,53.8670540464339
471,14.0,12.076164491505583,53.86704285721925
472,14.0,12.076735367416163,53.866774314596405
473,14.0,12.07675915375444,53.8667631252592
474,14.0,12.076782940080005,53.86675193591702
475,14.0,12.076806726392974,53.86674074657
476,14.0,12.076830512693293,53.86672955721807
477,-8.5,12.075545419686437,53.86747758954772
478,-8.5,12.075569206740076,53.86746640045701
479,-8.5,12.075592993781052,53.867455211361396
480,-8.5,12.075640567825097,53.867432833155455
481,-8.5,12.075664354828168,53.867421644045145
482,-8.5,12.075688141818562,53.86741045492988
483,-8.5,12.07571192879635,53.86739926580978
484,-8.5,12.075735715761445,53.86738807668471
485,-8.5,12.075759502713968,53.86737688755478
486,-8.5,12.075783289653806,53.867365698419945
487,-8.5,12.075807076581007,53.86735450928021
488,-8.5,12.075830863495568,53.86734332013558
489,-8.5,12.075854650397487,53.86733213098605
490,-8.5,12.075878437286752,53.8673209418316
491,-8.5,12.07590222416339,53.86730975267226
492,-8.5,12.075926011027368,53.86729856350803
493,-8.5,12.075949797878748,53.86728737433889
494,-8.5,12.07597358471742,53.8672761851648
495,-8.5,12.075997371543398,53.8672649959858
496,-8.5,12.076021158356822,53.86725380680199
497,-8.5,12.076044945157589,53.867242617613236
498,-8.5,12.076068731945723,53.86723142841959
499,-8.5,12.07609251872121,53.86722023922103
500,-8.5,12.076116305484055,53.86720905001758
501,-8.5,12.077138515183135,53.86687172406377
502,-8.5,12.077162301472947,53.86686053464605
503,-8.5,12.077186087750095,53.86684934522343
504,-8.5,12.077209874014578,53.86683815579589
505,-8.5,12.077233660266467,53.86682696636348
506,-8.5,12.07713912432629,53.866727909631905
507,-8.5,12.07725744650571,53.866815776926174
508,-8.5,12.077281232732318,53.86680458748397
509,-8.5,12.077305018946271,53.86679339803684
510,-8.5,12.077328805147587,53.86678220858483
511,-8.5,12.077352591336277,53.86677101912793
512,-8.5,12.07744834402549,53.86658244680094
513,-8.5,12.07747213006774,53.8665712573181
514,-8.5,12.077495916097316,53.86656006783036
515,-8.5,12.077614238577283,53.86664793477831
516,-8.5,12.077519702114259,53.86654887833774
517,-8.5,12.077543488118545,53.866537688840175
518,-8.5,12.074830567739161,53.86810088857512
519,-8.5,12.074854355338623,53.86808969963433
520,-8.5,12.074878142925307,53.868078510688534
521,-8.5,12.074901930499452,53.86806732173792
522,-8.5,12.074925718060944,53.868056132782385
523,-8.5,12.07494950560981,53.86804494382196
524,-8.5,12.07497329314602,53.868033754856626
525,-8.5,12.074997080669592,53.8680225658864
526,-8.5,12.07502086818052,53.86801137691127
527,-8.5,12.075044655678806,53.86800018793124
528,-8.5,12.075068443164442,53.86798899894631
529,-8.5,12.075092230637447,53.867977809956486
530,-8.5,12.075116018097788,53.867966620961724
531,-8.5,12.075139805545508,53.86795543196209
532,-8.5,12.075163592980578,53.86794424295754
533,-8.5,12.074927568717381,53.86762468988303
534,-8.5,12.07495135601648,53.86761350091833
535,-8.5,12.074975143302918,53.867602311948744
536,-8.5,12.074998930576761,53.867591122974254
537,-8.5,12.075022717837857,53.867579933994804
538,-8.5,12.075427099343147,53.86738972059508
539,-8.5,12.075450886376744,53.86737853152746
540,-8.5,12.075474673397688,53.867367342454926
541,-8.5,12.075498460405997,53.86735615337749
542,-8.5,12.075522247401663,53.867344964295164
543,-8.5,12.07554603438468,53.86733377520793
544,-8.5,12.075569821355064,53.86732258611582
545,-8.5,12.075593608312785,53.86731139701875
546,-8.5,12.075617395257918,53.86730020791681
547,-8.5,12.075641182190342,53.867289018809934
548,-8.5,12.07566496911014,53.867277829698196
549,-8.5,12.07568875601731,53.86726664058155
550,-8.5,12.075712542911825,53.867255451460004
551,-8.5,12.0757363297937,53.86724426233356
552,-8.5,12.075760116662947,53.86723307320221
553,-8.5,12.075783903519529,53.867221884065955
554,-8.5,12.07580769036349,53.8672106949248
555,-8.5,12.075831477194791,53.86719950577876
556,-8.5,12.075855264013455,53.86718831662779
557,-8.5,12.075879050819488,53.86717712747193
558,-8.5,12.075902837612855,53.86716593831115
559,-8.5,12.075926624393599,53.867154749145506
560,-8.5,12.076973230229713,53.86666242100362
561,-8.5,12.076997016441545,53.866651231617396
562,-8.5,12.077020802640716,53.86664004222625
563,-8.5,12.077068375001158,53.86661766342928
564,-8.5,12.07709216116241,53.86660647402345
565,-8.5,12.077115947310984,53.866595284612664
566,-8.5,12.077139733446995,53.86658409519702
567,-8.5,12.077163519570314,53.86657290577647
568,-8.5,12.077187305681004,53.86656171635104
569,-8.5,12.077211091778958,53.86655052692066
570,-8.5,12.077234877864367,53.866539337485456
571,-8.5,12.077258663937119,53.866528148045305
572,-8.5,12.077282449997234,53.86651695860026
573,-8.5,12.077306236044706,53.8665057691503
574,-8.5,12.07733002207957,53.86649457969547
575,-8.5,12.077353808101725,53.86648339023564
576,-8.5,12.07737759411127,53.866472200771
577,-8.5,12.077401380108176,53.86646101130144
578,-8.5,12.077425166092429,53.86644982182698
579,-8.5,12.077448952064056,53.86643863234764
